2009.0541632983022, 0
2015.0202101859336, 0
2021.2772837510104, -0.0352941176470587
2029.0622473726758, -0.352941176470587
2033.209377526273, -0.5647058823529392
2045.578011317704, -1.6235294117647054
2048.05173807599, -1.9058823529411768
2055.9094583670167, -3.0352941176470587
2066.531932093775, -4.9411764705882355
2075.1172190784155, -6.847058823529412
2079.482619240097, -7.905882352941177
2083.993532740501, -9.105882352941176
2087.7768795472916, -10.16470588235294
2092.5788197251413, -11.576470588235292
2097.962813257882, -13.27058823529412
2100.0727566693613, -13.941176470588239
2101.1641067097817, -14.400000000000006
